Cell_ID,User_ID,Channel_ID,Cell_Type,Carrier_Frequency_GHz,Bandwidth_MHz,Modulation_Scheme,Transmission_Power_dBm,Interference_Level_dB,Power_Consumption_Watt,Achieved_Throughput_Mbps,Energy_Efficiency_Mbps_Watt,Network_Latency_ms,Packet_Loss_Ratio,Signal_to_Noise_Ratio_dB,Resource_Utilization,User_Traffic_Demand_Mbps,QoS_Satisfaction,User_Mobility_kmh,Handover_Count,Optimized_Power_dBm,Reward_Score,Success_Rate,Optimized_Action,Location_X,Location_Y,Location_Tag
47,1600,6,Femto,79.19316018,20,QPSK,37.07550137,-53.31318807,39.55605966,135.8423428,3.434172766,6.048029785,0.026934493,23.11434024,51.56688258,422.7837204,95.48738898,98.96093874,3,35.89077502,0.560627225,72.15282354,Maintain_Power,100.6,370.2,residential
10,1321,1,Pico,32.36442323,80,64-QAM,38.93774829,-86.29129557,29.13884597,317.9645327,10.91204961,42.67290581,0.069855027,9.12904841,90.52288874,288.4377936,87.15706173,77.74686969,7,35.4704755,0.511327642,88.42127385,Reduce_Power,602.4,760.6,residential
30,1011,6,Macro,70.34978164,400,64-QAM,35.0806875,-86.98926963,14.54176252,229.3045232,15.76868848,23.3567006,0.065932125,16.10397564,99.37412655,318.1459796,80.40017543,71.05729633,7,32.86921409,0.457402219,95.18796985,Reduce_Power,500.0,920.0,residential
25,1423,6,Femto,57.6913163,40,QPSK,16.34415329,-84.2699952,26.03219003,690.0280697,26.50672375,28.49555769,0.029870586,-0.167555464,52.33322432,494.3675104,97.35721706,0.046514405,2,15.26941757,0.167779113,87.08778848,Maintain_Power,656.9,434.5,residential
39,1072,6,Macro,28.40789774,20,16-QAM,18.57133857,-76.87554177,31.70159612,911.9174867,28.76566478,16.36264321,0.07237825,5.374011241,74.77077367,386.2031133,85.15549606,115.208737,7,15.62077644,0.240845763,87.90424264,Reduce_Power,444.2,570.6,downtown
20,1587,8,Femto,65.40495035,400,64-QAM,36.12257059,-99.07336369,43.97877371,736.1550585,16.73887188,26.66977403,0.093065234,-1.302211952,86.99571094,146.5499499,75.24055361,15.63979632,7,31.93577181,0.123502934,90.19922581,Reduce_Power,351.5,262.6,residential
5,1857,6,Macro,30.29312488,100,256-QAM,36.67998894,-70.10812499,42.517292,845.1837846,19.87858927,39.3058632,0.0305219,11.10470368,73.81996893,387.6221928,86.00117185,22.01543526,6,32.04602265,0.723491173,75.89010219,Reduce_Power,768.9,422.1,residential
1,1200,5,Femto,86.90670083,80,16-QAM,29.21959497,-98.41671014,24.1915926,807.7594861,33.39009132,35.9007278,0.098008263,2.747173774,79.6469887,464.6009404,70.54391638,118.3390444,1,28.92594989,0.744294648,72.06370741,Maintain_Power,500.0,80.0,residential
30,1521,2,Femto,72.02876737,100,QPSK,19.40923298,-73.03987561,34.14541186,24.45826005,0.716297116,49.45720946,0.022428679,4.061893434,96.04634776,151.0627573,71.1554131,10.74374258,4,17.31555843,0.638528972,95.61999045,Reduce_Power,500.0,920.0,residential
49,1863,4,Macro,66.32953257,200,16-QAM,16.72169989,-77.10575489,18.40121508,133.1264997,7.234658095,25.28679949,0.013464171,7.710607168,76.9921794,409.5631788,88.82781168,88.99748942,4,13.69959319,0.917643141,95.39823494,Reduce_Power,253.1,160.2,hospital
3,1504,5,Femto,34.14364434,20,16-QAM,35.56848098,-87.87264709,33.48514893,429.1452954,12.81598885,26.95528692,0.007705035,24.90368466,61.82974293,122.7216106,91.69806443,11.39542653,3,33.87852585,0.264964131,86.33929387,Maintain_Power,646.3,261.2,residential
45,1737,4,Femto,45.84674063,80,16-QAM,16.15764995,-83.51159914,46.07566003,120.9687679,2.625437549,3.583575038,0.021368336,11.94477978,86.93134201,219.8465355,74.14962335,87.93758345,0,14.56933264,0.821023905,75.91210692,Maintain_Power,418.7,461.3,downtown
14,1687,2,Femto,61.45856818,40,16-QAM,29.85413052,-64.71700944,33.10442463,737.5854175,22.28056901,20.07975749,0.034251162,22.2638418,68.77146392,346.6355987,86.00248257,106.7262114,3,25.99446235,0.185833678,94.51732998,Reduce_Power,312.4,707.8,residential
30,1787,7,Macro,72.12954704,40,QPSK,39.03860028,-99.52012401,18.66973268,79.48555721,4.25745556,46.18311183,0.073315953,23.94208214,64.25575391,125.5461265,93.17894915,41.96344585,0,35.12606182,0.067822659,76.60734946,Reduce_Power,500.0,920.0,residential
4,1038,2,Macro,37.92553462,40,QPSK,31.15874177,-84.1676431,33.97925405,422.0794583,12.42168111,18.17333404,0.007201098,-0.182864791,62.42027182,97.71117159,96.4701476,37.48435005,6,27.51413551,0.000128825,95.82746483,Reduce_Power,722.6,330.2,factory
18,1059,1,Femto,24.67383714,400,64-QAM,17.73010939,-65.98513729,45.62396019,398.3663185,8.731515565,38.53947987,0.050726516,21.10758134,53.96818051,233.9591108,84.22063672,111.9597422,0,13.23748377,0.580633364,82.71304637,Reduce_Power,899.4,629.8,residential
37,1577,5,Femto,50.20177423,40,64-QAM,18.47517704,-92.38630673,11.16711188,548.0111999,49.07367326,48.9023713,0.051874268,15.94648905,96.645367,392.6847585,73.66494176,8.958034824,3,16.00163699,0.778740305,71.72468506,Reduce_Power,343.1,565.5,residential
25,1320,1,Macro,60.69823055,80,256-QAM,12.78684326,-71.98071729,26.71011131,633.0836644,23.7020227,7.215582101,0.022794304,10.29621487,78.16787778,299.9522912,72.07569785,41.70559579,6,8.847784243,0.822986379,94.50621619,Reduce_Power,656.9,434.5,residential
48,1434,1,Pico,38.01694643,400,256-QAM,30.5871247,-91.55335358,19.44729275,947.4868066,48.72075609,17.36565982,0.004545666,-6.453322158,97.7550307,352.1012265,95.69749185,78.35136165,4,30.53106689,0.470654522,86.81881923,Maintain_Power,479.6,412.3,downtown
1,1635,1,Femto,61.40457844,200,64-QAM,25.55307044,-92.26190616,15.86603543,278.472951,17.55151451,24.24433542,0.022511902,12.89353473,93.08944105,346.1921752,72.32877434,82.49874768,2,20.61592253,0.058720513,79.55074328,Reduce_Power,500.0,80.0,residential
46,1675,6,Pico,49.72492525,40,64-QAM,16.19415099,-61.38599521,22.82940393,669.3246437,29.31853349,12.63137452,0.023038951,-3.784761679,51.51142385,274.5269667,94.53391761,54.36215611,8,11.59798437,0.03576236,83.5879598,Reduce_Power,443.6,429.9,downtown
15,1407,9,Macro,58.58681462,40,16-QAM,16.83004902,-86.67373233,22.72856207,44.73394183,1.968181783,1.609381965,0.068802375,22.65021255,62.36426256,161.2270369,83.10659636,102.437692,1,12.6233043,0.917351578,96.58599557,Reduce_Power,250.0,626.0,residential
9,1922,1,Femto,50.40678904,400,64-QAM,10.27073664,-81.21154405,14.46948486,10.99693137,0.760008492,23.961603,0.023377946,27.38487243,65.76806183,213.7470565,83.09311491,101.8763342,1,7.331903321,0.092940361,76.09467674,Reduce_Power,689.6,706.0,stadium
15,1385,5,Pico,71.76355658,40,256-QAM,39.35258197,-63.49909672,23.16313078,35.10462897,1.515539039,27.29419265,0.034026419,9.124306164,74.49109047,193.4071341,85.55768945,98.04813919,7,36.63181032,0.784664775,73.11367525,Reduce_Power,250.0,626.0,residential
49,1670,9,Macro,27.26017284,200,64-QAM,34.84054557,-91.02401997,33.51793191,454.4226361,13.55759769,31.64628816,0.004742996,7.621087102,85.80642978,44.13950758,74.07349156,20.49266676,4,34.0898947,0.069567085,93.5437026,Maintain_Power,253.1,160.2,hospital
24,1568,9,Pico,36.98880204,400,16-QAM,21.82509852,-73.41314893,6.157938434,559.46302,90.85232435,41.53353976,0.0623946,9.551291662,84.03842079,449.7388192,92.27633471,77.60202079,6,21.55528244,0.183348339,88.65054229,Maintain_Power,746.9,839.8,stadium
4,1077,1,Micro,56.88906605,400,256-QAM,38.38269552,-54.10901681,49.51513457,16.1495301,0.326153412,13.39908486,0.047414376,-7.312716287,99.36359706,322.7181975,79.00012095,102.118012,8,37.10331142,0.162866678,96.09908362,Maintain_Power,722.6,330.2,factory
12,1193,8,Macro,51.07855038,20,QPSK,30.31359817,-72.30865903,18.31749462,402.447425,21.97065884,3.990767361,0.034496947,-0.520737721,96.16613004,429.3085543,87.93336946,11.31270346,1,29.55870088,0.277107212,79.40222743,Maintain_Power,899.4,370.2,residential
37,1284,1,Micro,53.76402865,400,64-QAM,32.54387607,-97.55771167,33.0640414,50.44812069,1.525769947,5.401909053,0.070288034,27.6244342,59.31333593,389.1499308,70.16001862,29.35039896,6,29.73977083,0.40562995,86.83755904,Reduce_Power,343.1,565.5,residential
37,1526,8,Macro,85.08581281,40,QPSK,30.398665,-70.51513627,17.75970253,656.7510939,36.97984765,25.37306525,0.06821219,3.802976,92.99335663,38.80616682,78.44554379,117.357606,6,28.73591701,0.124725989,71.27263318,Maintain_Power,343.1,565.5,residential
43,1523,1,Macro,91.36120603,400,256-QAM,32.70546496,-95.49233002,22.70911449,634.9197113,27.95880533,46.18958747,0.032790716,13.65430919,92.14676311,112.0719869,71.21437226,55.42504537,3,30.76617839,0.97315881,95.40033085,Maintain_Power,434.5,343.1,residential
6,1612,5,Femto,42.89882755,40,64-QAM,15.12816784,-85.89377298,29.71568641,786.3421482,26.46219028,49.12833005,0.070940765,15.96566969,78.73991977,475.613646,79.40831008,63.6235717,6,14.99620872,0.002003314,75.73550994,Maintain_Power,746.9,160.2,factory
39,1155,8,Micro,87.56572058,40,QPSK,26.87193993,-57.51624473,32.53336262,550.7982599,16.93025914,11.0475133,0.034820991,25.0862405,66.90603892,233.6556178,73.78558608,42.03255246,3,24.12885159,0.772118466,73.43856408,Reduce_Power,444.2,570.6,downtown
46,1339,6,Micro,58.86802976,400,64-QAM,35.48128826,-99.4465436,39.67060773,626.72033,15.79810257,8.446402079,0.022199927,-0.472866231,60.43083975,406.9104467,72.10129643,47.06289616,8,32.20046508,0.526508058,84.53656754,Reduce_Power,443.6,429.9,downtown
24,1124,9,Micro,44.81036707,20,QPSK,10.58627752,-96.14933457,40.62577167,286.6251002,7.055253069,18.32011868,0.071982985,25.60520378,60.62286793,289.8609834,95.43932467,107.3426792,3,8.914251809,0.085576503,92.34741164,Maintain_Power,746.9,839.8,stadium
11,1870,1,Macro,98.8946614,40,QPSK,13.7032886,-81.83179357,28.34164306,94.59927998,3.337819186,23.73059372,0.072802574,5.66624082,66.8913087,412.663132,80.94702051,25.10841404,0,13.04702369,0.120031874,76.293023,Maintain_Power,501.3,780.0,residential
13,1279,9,Micro,86.68493615,20,256-QAM,17.36919429,-50.03020601,8.407658942,739.9331004,88.00703091,40.59519887,0.086576694,26.87108229,75.19732536,368.6310652,94.76007977,33.49787787,5,13.85055683,0.589999223,77.00416673,Reduce_Power,400.1,761.6,residential
34,1916,1,Micro,99.56325225,20,64-QAM,18.8418009,-85.4068047,30.10026015,615.7447,20.45645775,38.95573425,0.050094425,6.452717498,79.19104405,143.4670652,96.7798287,60.07875262,4,18.19688909,0.315253391,79.46782318,Maintain_Power,435.4,657.2,residential
25,1905,3,Femto,36.78249962,400,QPSK,15.481116,-92.13626906,26.49111278,938.948513,35.44390606,46.2106386,0.023237897,-5.841600708,66.25200391,495.6511957,85.18157807,37.2685898,3,11.39683407,0.450189403,94.33275133,Reduce_Power,656.9,434.5,residential
7,1621,1,Pico,34.93204322,100,64-QAM,28.7299117,-72.52889336,14.69239733,989.3335833,67.33642994,43.0469362,0.083689707,-7.915083598,67.82895671,247.8078753,87.03497767,107.1159981,2,25.99979953,0.549189111,92.42063183,Reduce_Power,778.9,524.5,residential
4,1845,3,Pico,62.25672442,100,64-QAM,18.82057214,-74.03724892,5.45732924,848.8112082,155.5360087,22.5008313,0.017466695,28.69151949,50.67596847,294.5721057,89.39675873,75.95837449,3,17.63335146,0.573348133,78.09564475,Maintain_Power,722.6,330.2,factory
8,1868,2,Micro,72.53692576,40,16-QAM,14.74299531,-77.51902058,19.21846884,985.765641,51.29262114,1.932118825,0.093861359,-5.14655325,50.10597573,272.5153414,89.34126084,60.44904957,0,10.24935012,0.582610665,77.65400676,Reduce_Power,751.2,623.6,residential
20,1657,2,Micro,37.00056703,80,256-QAM,37.17478547,-52.6673124,16.67697449,650.9718337,39.03416858,12.59288804,0.030665353,11.64766506,95.35912269,443.1651106,85.90527169,72.48829761,4,36.46592395,0.07005064,97.19311723,Maintain_Power,351.5,262.6,residential
29,1727,9,Micro,89.39273077,100,64-QAM,30.85103595,-85.99253145,26.73095983,101.0296698,3.779500268,30.89266727,0.001876297,11.07917983,50.70068628,143.5455211,87.83048657,2.379592508,1,27.84511766,0.740478534,88.44450559,Reduce_Power,590.0,499.6,downtown
45,1909,8,Micro,64.43302438,400,64-QAM,17.3817624,-85.33378854,39.27207062,98.93421377,2.519200343,25.57322436,0.018676632,6.054289464,51.65607102,35.54765377,83.23306665,89.01057904,6,14.29420594,0.293504163,76.74944948,Reduce_Power,418.7,461.3,downtown
46,1673,1,Pico,55.23157932,400,64-QAM,20.828609,-92.98715143,24.7568005,809.0485764,32.67985201,12.76785146,0.041479184,6.721236447,60.2817654,216.9059373,97.48433327,40.25162092,8,20.64207203,0.114430884,74.21149507,Maintain_Power,443.6,429.9,downtown
10,1127,4,Femto,69.75607914,100,256-QAM,32.22356689,-65.1355991,47.8205789,244.4918315,5.112690753,7.448362336,0.00551893,9.028645118,87.16992433,459.5678161,91.63905764,72.98347247,5,29.17499645,0.102200894,71.98463256,Reduce_Power,602.4,760.6,residential
43,1313,1,Macro,72.25648219,80,256-QAM,33.72730221,-83.93152645,14.95909931,70.37832513,4.704716751,11.58459454,0.040952098,-6.018629506,83.94602075,222.4596436,79.44764529,99.86160168,5,30.25621928,0.237015629,77.39054133,Reduce_Power,434.5,343.1,residential
34,1331,1,Micro,27.25152935,200,64-QAM,15.29308496,-59.86298535,14.94284187,477.5518587,31.95857005,13.72750097,0.020288208,21.63627458,82.35885378,142.3929284,80.05077828,41.4585561,9,10.74242328,0.628679914,91.60091438,Reduce_Power,435.4,657.2,residential
26,1149,4,Micro,99.99184267,40,256-QAM,38.09728252,-51.41210613,32.20023033,321.4993972,9.98438191,43.49724234,0.001895433,5.082551559,78.74765816,311.1554984,83.65681623,4.435591678,9,34.55261058,0.471922955,81.14968383,Reduce_Power,555.8,429.4,downtown
41,1453,2,Pico,51.65788784,200,16-QAM,33.55815817,-97.8157379,45.33181672,592.2676569,13.06516482,35.80283502,0.029900648,-0.218416552,60.08494984,370.086127,70.94966792,0.116396111,2,31.13600467,0.10707411,98.95078561,Reduce_Power,419.1,539.4,downtown
49,1035,3,Micro,28.67724117,200,256-QAM,35.70443311,-50.3439055,35.23359053,604.1495239,17.14697579,28.06429045,0.022630455,2.730692446,69.89668702,234.0645689,99.74141714,103.1797711,7,31.43793302,0.032352676,79.72772499,Reduce_Power,253.1,160.2,hospital
3,1684,9,Femto,88.77656128,20,16-QAM,14.31576421,-87.29478868,35.31552033,684.6859912,19.38767955,2.026110067,0.041975973,14.47479196,73.90500121,193.1137044,84.03527444,65.58315549,2,12.54683612,0.024665687,74.50602737,Maintain_Power,646.3,261.2,residential
6,1419,2,Femto,99.46941962,20,16-QAM,14.30101457,-78.99448214,41.28286885,580.6779002,14.06583206,41.23862179,0.075901532,21.00420322,79.12214043,185.4296912,93.25180248,78.05415014,3,10.02343993,0.421091817,75.29781646,Reduce_Power,746.9,160.2,factory
5,1021,4,Micro,86.0432467,40,16-QAM,19.16106533,-61.11283228,35.09057942,387.1088665,11.03170346,28.07071796,0.050977555,-3.863212113,59.92146548,213.5497314,74.74552859,71.61503764,2,14.94121357,0.788138928,84.65361285,Reduce_Power,768.9,422.1,residential
5,1205,1,Pico,88.74306923,80,QPSK,11.93939259,-66.73344289,39.1706466,33.43003235,0.853446018,31.73968134,0.076806527,13.70275155,86.45168323,422.1223926,88.27633932,20.28084202,1,8.921094195,0.57362955,98.12374377,Reduce_Power,768.9,422.1,residential
47,1638,2,Micro,71.57106868,20,256-QAM,12.73201981,-61.07815396,43.97573577,906.0375834,20.60312505,4.216687445,0.033667922,6.896491884,65.44573041,243.8674281,81.45123277,4.589233522,0,11.00890318,0.809678369,97.00839955,Maintain_Power,100.6,370.2,residential
23,1847,5,Micro,94.09674394,100,64-QAM,14.29621467,-76.68339921,5.35598184,333.6525125,62.29530318,40.92765238,0.001318459,24.4788831,83.0112035,160.6062411,96.69779643,29.18418864,0,11.34018769,0.319388588,75.49948679,Reduce_Power,519.6,412.2,downtown
49,1956,1,Pico,26.71612993,40,16-QAM,31.37289198,-54.19664607,44.85303097,512.0790693,11.41682197,41.76937742,0.092217314,27.97196323,75.69915825,95.24590074,97.97616655,118.9069944,0,26.84340163,0.140341063,92.6345021,Reduce_Power,253.1,160.2,hospital
9,1355,7,Femto,82.27101358,400,64-QAM,10.90690875,-60.50295973,14.686897,561.3682098,38.22238352,44.28375843,0.031471451,17.14169529,79.61072304,144.8949911,88.74451267,50.13491801,9,7.724211029,0.803001607,92.57137722,Reduce_Power,689.6,706.0,stadium
35,1439,4,Macro,74.97397735,200,16-QAM,12.49734344,-84.53860123,46.04474646,321.7044054,6.986777649,26.87638516,0.052687764,13.59220569,70.65742031,234.0512513,71.82811035,111.0093059,4,8.297279225,0.727841726,74.95906376,Reduce_Power,520.4,587.7,downtown
20,1728,6,Micro,27.76845776,40,64-QAM,38.32550609,-52.57598893,16.97824829,315.3961468,18.57648336,20.30818,0.04692147,21.21421872,72.25345273,276.1679077,83.99825384,31.23099912,9,36.60237554,0.589107247,78.94587842,Maintain_Power,351.5,262.6,residential
49,1095,8,Femto,65.341992,400,QPSK,12.50970045,-51.94729033,25.48575227,268.252908,10.5256029,4.579270265,0.058308508,9.832241836,93.40938309,312.6372043,70.50788885,85.84688295,0,11.04815026,0.887759964,72.28115822,Maintain_Power,253.1,160.2,hospital
42,1928,6,Micro,63.14458628,400,16-QAM,26.12387111,-79.24732221,47.02475164,250.9198109,5.335909328,10.5003681,0.08849641,-7.785105927,73.79376687,40.33281141,85.54035664,3.125180084,4,24.84463643,0.630680106,72.24577602,Maintain_Power,100.6,629.8,residential
35,1940,2,Macro,76.55660111,20,QPSK,29.27719577,-67.4019756,9.938606572,40.09177246,4.033943005,12.05287563,0.08672445,18.043834,89.69444118,308.5196117,85.04251063,1.573617738,3,26.82094335,0.525815505,83.26315111,Reduce_Power,520.4,587.7,downtown
18,1163,1,Pico,29.89238728,400,QPSK,38.75780541,-59.26157324,38.53774078,958.3354557,24.86745295,4.071808246,0.098103023,13.21538328,69.75122923,179.2366223,82.51788223,55.90602965,1,36.59792512,0.502310051,84.5207358,Reduce_Power,899.4,629.8,residential
17,1147,8,Femto,85.20118768,80,256-QAM,36.99408154,-59.13496416,22.66018874,599.3430982,26.4491662,8.564383438,0.052836927,-3.9424892,85.0266071,132.2000441,80.11022764,77.89047918,2,32.72297695,0.617375039,70.98234662,Reduce_Power,230.3,424.7,residential
24,1529,8,Macro,34.59466159,400,64-QAM,23.22048302,-99.29382277,6.084533619,116.986339,19.22683748,44.45337262,0.092246419,-1.481320168,61.64475992,168.8746118,87.36894635,115.4689214,7,22.65747195,0.516625331,98.98686481,Maintain_Power,746.9,839.8,stadium
3,1293,9,Micro,55.81851062,400,16-QAM,38.26492184,-68.54931835,47.26098802,596.0388365,12.6116457,27.72472569,0.048245024,-0.772937784,95.85095004,393.3104371,75.30369233,3.564250104,2,35.49468732,0.272701347,84.58929397,Reduce_Power,646.3,261.2,residential
32,1194,6,Macro,90.97788857,200,QPSK,22.96797624,-51.31503513,10.30229881,239.925119,23.28850323,38.46007296,0.004440384,19.29638659,98.36381667,402.6275888,70.78974903,118.5446808,2,20.95094361,0.953872511,93.63520569,Reduce_Power,581.3,538.7,downtown
35,1662,1,Femto,66.60040202,80,64-QAM,30.09756146,-88.43264261,39.83637969,317.5752308,7.971990257,14.47616767,0.014619487,10.73487896,95.06621858,56.36017554,93.60087246,56.6173895,1,25.4097122,0.958061591,89.04796642,Reduce_Power,520.4,587.7,downtown
38,1479,9,Pico,52.84890945,40,256-QAM,17.78824212,-60.21955704,22.29215661,803.1565065,36.0286589,7.59530846,0.033398607,-8.084225939,67.32086817,249.8635349,93.56776954,91.96606457,4,13.84629478,0.166846038,88.57937167,Reduce_Power,480.4,587.8,downtown
13,1876,3,Micro,27.6633704,80,64-QAM,29.09933578,-73.28761895,41.47623177,886.9439986,21.38439199,19.28943773,0.072545766,23.51860183,63.82450349,267.1017095,87.38204475,77.55432239,1,26.93258065,0.530594819,79.09398837,Reduce_Power,400.1,761.6,residential
47,1122,6,Pico,75.09278731,80,64-QAM,26.14566834,-88.92648944,38.76292692,702.8256541,18.13138764,39.85627433,0.00813715,15.79865717,59.1219812,19.95606175,94.90264917,29.73426028,9,22.94260098,0.789615878,96.61335695,Reduce_Power,100.6,370.2,residential
25,1399,9,Pico,98.97755416,40,256-QAM,28.20493128,-97.4481013,33.4948344,933.2556674,27.86267448,15.56923407,0.036155197,19.32600695,93.64971378,359.9462987,85.38833424,39.90419957,9,24.47697523,0.054775779,78.99213165,Reduce_Power,656.9,434.5,residential
9,1698,3,Macro,93.29652631,200,256-QAM,30.47953604,-62.00391445,47.26501327,905.9767932,19.16802156,11.02220972,0.098236105,27.49747212,55.93082245,186.563039,70.19642662,70.93357766,6,30.12382848,0.12356272,98.54528091,Maintain_Power,689.6,706.0,stadium
4,1964,5,Macro,78.5145019,400,256-QAM,15.203659,-84.17648252,9.451556634,555.6584186,58.79014856,2.097458343,0.078568038,0.40670522,82.11651448,211.9088729,74.44831491,11.56437076,9,11.83506029,0.544892994,71.18246477,Reduce_Power,722.6,330.2,factory
14,1451,5,Femto,32.00225723,80,QPSK,19.03788403,-81.2206986,40.93606078,908.7681928,22.19969815,31.57654859,0.057199572,13.58433547,66.57319914,306.9145408,83.78706974,92.96637534,7,18.34043514,0.028339403,73.44097346,Maintain_Power,312.4,707.8,residential
37,1660,7,Femto,42.1974471,80,64-QAM,32.08724161,-75.73844734,35.18533767,549.5479717,15.61866414,22.35526666,0.006177025,20.40593765,59.39589974,237.1255166,95.86825219,95.95009734,5,31.14250211,0.832991764,91.79700851,Maintain_Power,343.1,565.5,residential
34,1103,4,Pico,38.20052548,40,256-QAM,14.91471959,-74.64025485,19.16243341,113.2312591,5.909022965,13.67908264,0.001461891,10.51167006,59.2242649,375.2352028,76.76746379,98.4761779,8,12.60866175,0.873165863,88.2609256,Reduce_Power,435.4,657.2,residential
11,1754,4,Femto,51.01508466,100,64-QAM,20.32720416,-89.69072115,29.56874861,831.1607265,28.10943194,26.46795355,0.010524824,9.442792684,93.54850455,299.9500145,71.02134731,101.8302156,4,15.42994091,0.736310547,91.51192682,Reduce_Power,501.3,780.0,residential
41,1461,7,Pico,41.89930931,80,64-QAM,29.99436073,-66.46790049,34.0082456,139.8904399,4.113427124,35.33057595,0.032713005,27.14896733,92.9910268,116.8872798,82.37506845,82.69098156,5,25.23357441,0.822360648,89.24845216,Reduce_Power,419.1,539.4,downtown
3,1742,9,Micro,42.57739789,20,QPSK,38.12952956,-65.373001,38.13221457,322.8005325,8.465297285,13.12587388,0.060639335,-0.255876643,63.60143845,435.8914782,72.00164902,89.27297919,3,33.6181757,0.671712776,85.81612109,Reduce_Power,646.3,261.2,residential
28,1990,4,Pico,70.87147509,400,64-QAM,12.2590062,-92.88495378,13.41768743,385.9948683,28.76761517,30.82976033,0.019748017,16.11538595,51.68834673,111.8174246,86.51281985,70.64271098,8,12.08736042,0.14186668,70.93562686,Maintain_Power,657.2,564.6,residential
29,1717,4,Femto,48.22140185,400,QPSK,25.49682397,-73.354523,9.595108445,809.2130808,84.33600156,13.74749017,0.005115107,28.81153002,93.45433893,358.1987103,71.66863702,27.20062832,1,21.23264317,0.029854526,94.26737875,Reduce_Power,590.0,499.6,downtown
9,1709,6,Femto,75.46437861,200,256-QAM,12.45716018,-69.53703259,9.592515105,92.70130793,9.663920974,49.34638253,0.009084832,-1.200513179,52.86626718,397.1436185,70.49881919,9.965243366,0,8.576330422,0.848084436,85.30442976,Reduce_Power,689.6,706.0,stadium
3,1395,6,Pico,96.0396141,80,256-QAM,21.37395853,-90.68742283,18.22408979,450.49205,24.71959123,36.88712327,0.042679495,8.496471486,54.23600928,345.6996872,98.29743956,21.42658119,5,18.8800533,0.707160817,73.17445198,Reduce_Power,646.3,261.2,residential
25,1911,7,Macro,72.52432166,40,64-QAM,15.26159512,-55.27689367,11.93779193,442.348653,37.05447837,30.53024912,0.077312701,29.01749168,91.09603507,213.7932279,89.95887504,23.17279329,5,13.6344649,0.398461485,75.77464157,Maintain_Power,656.9,434.5,residential
34,1336,1,Pico,81.12590747,20,QPSK,29.48315268,-75.85870694,29.10387078,586.3386371,20.14641425,9.444207659,0.082108755,-8.565834407,90.86097997,439.5867213,73.58465447,90.94686015,5,25.70521046,0.796837077,89.86009238,Reduce_Power,435.4,657.2,residential
12,1598,3,Pico,81.12011156,40,QPSK,32.73497656,-94.24858212,24.66679964,360.3300939,14.60789803,29.7333006,0.029105242,15.19418326,60.12448463,167.2113588,86.68633061,113.7298186,5,32.19983141,0.053279995,72.31038747,Maintain_Power,899.4,370.2,residential
42,1141,9,Macro,49.13341192,80,16-QAM,17.4202962,-83.28019112,45.18799536,581.3908732,12.86604702,40.22234783,0.066343817,6.181656157,51.91091715,345.102751,77.75150646,97.73258699,3,14.16807935,0.319085765,96.08445143,Reduce_Power,100.6,629.8,residential
9,1316,6,Micro,25.13680759,20,16-QAM,31.38661447,-76.15197759,37.28311179,986.0353371,26.44723816,37.11826161,0.039270981,20.84368295,53.14910991,439.443215,92.83253558,119.0644604,8,28.02723655,0.341849758,93.72207066,Reduce_Power,689.6,706.0,stadium
15,1710,6,Macro,28.18364519,200,256-QAM,23.40456814,-99.49279235,14.26154935,80.83369355,5.667946137,39.1232347,0.09725127,2.929626404,72.66946207,81.93682362,94.42596642,5.239216584,6,20.63608939,0.104875127,79.18959766,Reduce_Power,250.0,626.0,residential
40,1557,5,Femto,45.43657907,200,256-QAM,18.50740091,-98.40450622,7.057715467,875.8821721,124.1027888,16.57218016,0.040496092,4.915334456,70.91172911,328.0544299,85.22819433,3.850375279,7,14.11849843,0.741696572,96.50534883,Reduce_Power,342.8,435.4,residential
25,1799,3,Macro,76.40528196,200,16-QAM,25.70205006,-97.22397023,36.91201387,315.5431437,8.548521487,17.0849149,0.039590363,10.62547314,59.11444805,450.9748211,82.28483769,82.02590017,7,24.05275048,0.777526891,96.55528696,Maintain_Power,656.9,434.5,residential
5,1526,5,Femto,92.90791854,100,QPSK,21.38950431,-73.09323871,43.0622399,471.0592719,10.9390332,27.40531409,0.050156761,3.835284664,95.45201308,56.02522753,79.51588157,3.072865859,9,18.99869818,0.583170481,95.13526867,Reduce_Power,768.9,422.1,residential
11,1555,1,Femto,96.86866793,40,64-QAM,16.89988764,-83.19559019,36.54471293,743.7063083,20.35058559,14.65424397,0.002550253,0.38297192,77.62046078,77.14786168,70.98520171,106.8872272,3,13.1065758,0.417857744,79.22966377,Reduce_Power,501.3,780.0,residential
34,1400,3,Pico,25.96449845,80,64-QAM,32.70534388,-55.3447976,33.97074648,910.9360988,26.81531003,6.537643438,0.041792828,4.213350779,90.36694621,192.2365326,86.82176181,56.66076084,5,29.12190922,0.607052452,89.67586929,Reduce_Power,435.4,657.2,residential
24,1680,4,Pico,99.24663067,20,QPSK,33.92572447,-72.03830638,16.21917808,18.9847287,1.170511145,23.59497233,0.082870801,26.31803972,55.18630074,497.1838298,85.26781042,110.92892,6,31.11342301,0.898382467,83.54268686,Reduce_Power,746.9,839.8,stadium
15,1309,5,Micro,48.5097886,400,256-QAM,34.00936722,-62.00518356,27.25715756,665.5703515,24.41818631,1.094284667,0.061208201,3.707013951,98.67292682,115.8482137,76.39074533,29.9824165,5,32.64869266,0.357752012,86.16649957,Maintain_Power,250.0,626.0,residential
